contract,MP,GM1,GM2,GM1%,GM2%,SPC_A,SPC_B,SPC_C,SPC_D,
NCL2015-0008,102125.47,31794.20,30090.49,0.3113,0.2946,6018.10,6018.10,6018.10,6018.10,
NCL2015-0008,102222.54,31891.27,30187.56,0.3120,0.2953,6037.51,6037.51,6037.51,6037.51,
NCL2015-0008,102319.62,31988.35,30284.64,0.3126,0.2960,6056.93,6056.93,6056.93,6056.93,
NCL2015-0008,102416.70,32085.43,30381.72,0.3133,0.2966,6076.34,6076.34,6076.34,6076.34,
NCL2015-0008,102513.78,32182.51,30478.80,0.3139,0.2973,6095.76,6095.76,6095.76,6095.76,
NCL2015-0008,102610.85,32279.58,30575.87,0.3146,0.2980,6115.17,6115.17,6115.17,6115.17,
NCL2015-0008,102707.93,32376.66,30672.95,0.3152,0.2986,6134.59,6134.59,6134.59,6134.59,
NCL2015-0008,102805.01,32473.74,30770.03,0.3159,0.2993,6154.01,6154.01,6154.01,6154.01,
NCL2015-0008,102902.09,32570.82,30867.11,0.3165,0.3000,6173.42,6173.42,6173.42,6173.42,
NCL2015-0075-1,44938.46,2271.56,2271.56,0.0505,0.0505,215.80,227.16,204.44,227.16,
NCL2015-0075-1,44997.44,2330.54,2330.54,0.0518,0.0518,221.40,233.05,209.75,233.05,
NCL2015-0075-1,45056.41,2389.51,2389.51,0.0530,0.0530,227.00,238.95,215.06,238.95,
NCL2015-0075-1,45115.39,2448.49,2448.49,0.0543,0.0543,232.61,244.85,220.36,244.85,
NCL2015-0075-1,45174.36,2507.46,2507.46,0.0555,0.0555,238.21,250.75,225.67,250.75,
NCL2015-0075-1,45233.33,2566.43,2566.43,0.0567,0.0567,243.81,256.64,230.98,256.64,
NCL2015-0075-1,45292.31,2625.41,2625.41,0.0580,0.0580,249.41,262.54,236.29,262.54,
NCL2015-0075-1,45351.28,2684.38,2684.38,0.0592,0.0592,255.02,268.44,241.59,268.44,
NCL2015-0075-1,45410.26,2743.36,2743.36,0.0604,0.0604,260.62,274.34,246.90,274.34,
NCL2015-0075-1,45469.23,2802.33,2802.33,0.0616,0.0616,266.22,280.23,252.21,280.23,
NCL2015-0075-1,45528.21,2861.31,2861.31,0.0628,0.0628,271.82,286.13,257.52,286.13,
NCL2015-0075-1,45587.18,2920.28,2920.28,0.0641,0.0641,277.43,292.03,262.83,292.03,
NCL2015-0075-1,45646.15,2979.25,2979.25,0.0653,0.0653,283.03,297.93,268.13,297.93,
NCL2015-0075-1,45705.13,3038.23,3038.23,0.0665,0.0665,288.63,303.82,273.44,303.82,
NCL2015-0075-1,45764.10,3097.20,3097.20,0.0677,0.0677,294.23,309.72,278.75,309.72,
NCL2015-0075-1,45823.08,3156.18,3156.18,0.0689,0.0689,299.84,315.62,284.06,315.62,
NCL2015-0075-1,45882.05,3215.15,3215.15,0.0701,0.0701,305.44,321.52,289.36,321.52,
NCL2015-0075-1,45941.03,3274.13,3274.13,0.0713,0.0713,311.04,327.41,294.67,327.41,
NCL2015-0075-1,46000.00,3333.10,3333.10,0.0725,0.0725,316.64,333.31,299.98,333.31,
NCL2015-0075-1,46058.98,3392.08,3392.08,0.0736,0.0736,322.25,339.21,305.29,339.21,
NCL2015-0075-1,46117.95,3451.05,3451.05,0.0748,0.0748,327.85,345.10,310.59,345.10,
NCL2015-0075-1,46176.92,3510.02,3510.02,0.0760,0.0760,333.45,351.00,315.90,351.00,
NCL2015-0075-1,46235.90,3569.00,3569.00,0.0772,0.0772,339.05,356.90,321.21,356.90,
NCL2015-0075-1,46294.87,3627.97,3627.97,0.0784,0.0784,344.66,362.80,326.52,362.80,
NCL2015-0075-1,46353.85,3686.95,3686.95,0.0795,0.0795,350.26,368.69,331.83,368.69,
NCL2015-0075-1,46412.82,3745.92,3745.92,0.0807,0.0807,412.05,430.78,393.32,430.78,
NCL2015-0075-1,46471.80,3804.90,3804.90,0.0819,0.0819,418.54,437.56,399.51,437.56,
NCL2015-0075-1,46530.77,3863.87,3863.87,0.0830,0.0830,425.03,444.35,405.71,444.35,
NCL2015-0075-1,46589.74,3922.84,3922.84,0.0842,0.0842,431.51,451.13,411.90,451.13,
NCL2015-0075-1,46648.72,3981.82,3981.82,0.0854,0.0854,438.00,457.91,418.09,457.91,
NCL2015-0075-1,46707.69,4040.79,4040.79,0.0865,0.0865,444.49,464.69,424.28,464.69,
NCL2015-0075-1,46766.67,4099.77,4099.77,0.0877,0.0877,450.97,471.47,430.48,471.47,
NCL2015-0075-1,46825.64,4158.74,4158.74,0.0888,0.0888,457.46,478.26,436.67,478.26,
NCL2015-0075-1,46884.62,4217.72,4217.72,0.0900,0.0900,463.95,485.04,442.86,485.04,
NCL2015-0075-1,46943.59,4276.69,4276.69,0.0911,0.0911,470.44,491.82,449.05,491.82,
NCL2015-0075-1,47002.56,4335.66,4335.66,0.0922,0.0922,476.92,498.60,455.24,498.60,
NCL2015-0075-1,47061.54,4394.64,4394.64,0.0934,0.0934,483.41,505.38,461.44,505.38,
NCL2015-0075-1,47120.51,4453.61,4453.61,0.0945,0.0945,489.90,512.17,467.63,512.17,
NCL2015-0075-1,47179.49,4512.59,4512.59,0.0956,0.0956,496.38,518.95,473.82,518.95,
NCL2015-0075-1,47238.46,4571.56,4571.56,0.0968,0.0968,502.87,525.73,480.01,525.73,
NCL2015-0075-1,47297.44,4630.54,4630.54,0.0979,0.0979,509.36,532.51,486.21,532.51,
NCL2015-0075-1,47356.41,4689.51,4689.51,0.0990,0.0990,515.85,539.29,492.40,539.29,
NCL2015-0075-1,47415.39,4748.49,4748.49,0.1001,0.1001,617.30,664.79,569.82,617.30,
NCL2015-0075-1,47474.36,4807.46,4807.46,0.1013,0.1013,624.97,673.04,576.90,624.97,
NCL2015-0075-1,47533.33,4866.43,4866.43,0.1024,0.1024,632.64,681.30,583.97,632.64,
NCL2015-0075-1,47592.31,4925.41,4925.41,0.1035,0.1035,640.30,689.56,591.05,640.30,
NCL2015-0075-1,47651.28,4984.38,4984.38,0.1046,0.1046,647.97,697.81,598.13,647.97,
NCL2015-0075-1,47710.26,5043.36,5043.36,0.1057,0.1057,655.64,706.07,605.20,655.64,
NCL2015-0075-1,47769.23,5102.33,5102.33,0.1068,0.1068,663.30,714.33,612.28,663.30,
NCL2015-0075-1,47828.21,5161.31,5161.31,0.1079,0.1079,670.97,722.58,619.36,670.97,
NCL2015-0075-1,47887.18,5220.28,5220.28,0.1090,0.1090,678.64,730.84,626.43,678.64,
NCL2015-0075-1,47946.15,5279.25,5279.25,0.1101,0.1101,686.30,739.10,633.51,686.30,
NCL2015-0075-1,48005.13,5338.23,5338.23,0.1112,0.1112,693.97,747.35,640.59,693.97,
NCL2015-0075-1,48064.10,5397.20,5397.20,0.1123,0.1123,701.64,755.61,647.66,701.64,
NCL2015-0075-1,48123.08,5456.18,5456.18,0.1134,0.1134,709.30,763.86,654.74,709.30,
NCL2015-0075-1,48182.05,5515.15,5515.15,0.1145,0.1145,716.97,772.12,661.82,716.97,
NCL2015-0075-1,48241.03,5574.13,5574.13,0.1155,0.1155,724.64,780.38,668.90,724.64,
NCL2015-0075-1,48300.00,5633.10,5633.10,0.1166,0.1166,732.30,788.63,675.97,732.30,
NCL2015-0075-1,48358.98,5692.08,5692.08,0.1177,0.1177,739.97,796.89,683.05,739.97,
NCL2015-0075-1,48417.95,5751.05,5751.05,0.1188,0.1188,747.64,805.15,690.13,747.64,
NCL2015-0075-1,48476.92,5810.02,5810.02,0.1199,0.1199,755.30,813.40,697.20,755.30,
NCL2015-0075-1,48535.90,5869.00,5869.00,0.1209,0.1209,762.97,821.66,704.28,762.97,
NCL2015-0075-1,48594.87,5927.97,5927.97,0.1220,0.1220,770.64,829.92,711.36,770.64,
NCL2015-0075-1,48653.85,5986.95,5986.95,0.1231,0.1231,778.30,838.17,718.43,778.30,
NCL2015-0075-1,48712.82,6045.92,6045.92,0.1241,0.1241,785.97,846.43,725.51,785.97,
NCL2015-0075-1,48771.80,6104.90,6104.90,0.1252,0.1252,793.64,854.69,732.59,793.64,
NCL2015-0075-1,48830.77,6163.87,6163.87,0.1262,0.1262,801.30,862.94,739.66,801.30,
NCL2015-0075-1,48889.74,6222.84,6222.84,0.1273,0.1273,808.97,871.20,746.74,808.97,
NCL2015-0075-1,48948.72,6281.82,6281.82,0.1283,0.1283,816.64,879.45,753.82,816.64,
NCL2015-0075-1,49007.69,6340.79,6340.79,0.1294,0.1294,824.30,887.71,760.90,824.30,
NCL2015-0075-1,49066.67,6399.77,6399.77,0.1304,0.1304,831.97,895.97,767.97,831.97,
NCL2015-0075-1,49125.64,6458.74,6458.74,0.1315,0.1315,839.64,904.22,775.05,839.64,
NCL2015-0075-1,49184.62,6517.72,6517.72,0.1325,0.1325,847.30,912.48,782.13,847.30,
NCL2015-0075-1,49243.59,6576.69,6576.69,0.1336,0.1336,854.97,920.74,789.20,854.97,
NCL2015-0075-1,49302.56,6635.66,6635.66,0.1346,0.1346,862.64,928.99,796.28,862.64,
NCL2015-0075-1,49361.54,6694.64,6694.64,0.1356,0.1356,870.30,937.25,803.36,870.30,
NCL2015-0075-1,49420.51,6753.61,6753.61,0.1367,0.1367,877.97,945.51,810.43,877.97,
NCL2015-0075-1,49479.49,6812.59,6812.59,0.1377,0.1377,885.64,953.76,817.51,885.64,
NCL2015-0075-1,49538.46,6871.56,6871.56,0.1387,0.1387,893.30,962.02,824.59,893.30,
NCL2015-0075-1,49597.44,6930.54,6930.54,0.1397,0.1397,900.97,970.28,831.66,900.97,
NCL2015-0075-1,49656.41,6989.51,6989.51,0.1408,0.1408,908.64,978.53,838.74,908.64,
NCL2015-0075-1,49715.39,7048.49,7048.49,0.1418,0.1418,916.30,986.79,845.82,916.30,
NCL2015-0075-1,49774.36,7107.46,7107.46,0.1428,0.1428,923.97,995.04,852.90,923.97,
NCL2015-0075-1,49833.33,7166.43,7166.43,0.1438,0.1438,931.64,1003.30,859.97,931.64,
NCL2015-0075-1,49892.31,7225.41,7225.41,0.1448,0.1448,939.30,1011.56,867.05,939.30,
NCL2015-0075-1,49951.28,7284.38,7284.38,0.1458,0.1458,946.97,1019.81,874.13,946.97,
NCL2015-0075-1,50010.26,7343.36,7343.36,0.1468,0.1468,954.64,1028.07,881.20,954.64,
NCL2015-0075-1,50069.23,7402.33,7402.33,0.1478,0.1478,962.30,1036.33,888.28,962.30,
NCL2015-0075-1,50128.21,7461.31,7461.31,0.1488,0.1488,969.97,1044.58,895.36,969.97,
NCL2015-0075-1,50187.18,7520.28,7520.28,0.1498,0.1498,977.64,1052.84,902.43,977.64,
NCL2015-0075-1,50246.15,7579.25,7579.25,0.1508,0.1508,1136.89,1250.58,1136.89,1136.89,
NCL2015-0075-1,50305.13,7638.23,7638.23,0.1518,0.1518,1145.73,1260.31,1145.73,1145.73,
NCL2015-0075-1,50364.10,7697.20,7697.20,0.1528,0.1528,1154.58,1270.04,1154.58,1154.58,
NCL2015-0075-1,50423.08,7756.18,7756.18,0.1538,0.1538,1163.43,1279.77,1163.43,1163.43,
NCL2015-0075-1,50482.05,7815.15,7815.15,0.1548,0.1548,1172.27,1289.50,1172.27,1172.27,
NCL2015-0075-1,50541.03,7874.13,7874.13,0.1558,0.1558,1181.12,1299.23,1181.12,1181.12,
NCL2015-0075-1,50600.00,7933.10,7933.10,0.1568,0.1568,1189.97,1308.96,1189.97,1189.97,
NCL2015-0075-1,50658.98,7992.08,7992.08,0.1578,0.1578,1198.81,1318.69,1198.81,1198.81,
NCL2015-0075-1,50717.95,8051.05,8051.05,0.1587,0.1587,1207.66,1328.42,1207.66,1207.66,
NCL2015-0075-1,50776.92,8110.02,8110.02,0.1597,0.1597,1216.50,1338.15,1216.50,1216.50,
NCL2015-0075-1,50835.90,8169.00,8169.00,0.1607,0.1607,1225.35,1347.88,1225.35,1225.35,
NCL2015-0075-1,50894.87,8227.97,8227.97,0.1617,0.1617,1234.20,1357.62,1234.20,1234.20,
NCL2015-0075-1,50953.85,8286.95,8286.95,0.1626,0.1626,1243.04,1367.35,1243.04,1243.04,
NCL2015-0075-1,51012.82,8345.92,8345.92,0.1636,0.1636,1251.89,1377.08,1251.89,1251.89,
NCL2015-0075-1,51071.80,8404.90,8404.90,0.1646,0.1646,1260.73,1386.81,1260.73,1260.73,
NCL2015-0075-1,51130.77,8463.87,8463.87,0.1655,0.1655,1269.58,1396.54,1269.58,1269.58,
NCL2015-0075-1,51189.74,8522.84,8522.84,0.1665,0.1665,1278.43,1406.27,1278.43,1278.43,
NCL2015-0075-1,51248.72,8581.82,8581.82,0.1675,0.1675,1287.27,1416.00,1287.27,1287.27,
NCL2015-0075-1,51307.69,8640.79,8640.79,0.1684,0.1684,1296.12,1425.73,1296.12,1296.12,
NCL2015-0075-1,51366.67,8699.77,8699.77,0.1694,0.1694,1304.97,1435.46,1304.97,1304.97,
NCL2015-0075-1,51425.64,8758.74,8758.74,0.1703,0.1703,1313.81,1445.19,1313.81,1313.81,
NCL2015-0075-1,51484.62,8817.72,8817.72,0.1713,0.1713,1322.66,1454.92,1322.66,1322.66,
NCL2015-0075-1,51543.59,8876.69,8876.69,0.1722,0.1722,1331.50,1464.65,1331.50,1331.50,
NCL2015-0075-1,51602.57,8935.67,8935.67,0.1732,0.1732,1340.35,1474.38,1340.35,1340.35,
NCL2015-0075-1,51661.54,8994.64,8994.64,0.1741,0.1741,1349.20,1484.12,1349.20,1349.20,
NCL2015-0075-1,51720.51,9053.61,9053.61,0.1750,0.1750,1358.04,1493.85,1358.04,1358.04,
NCL2015-0075-1,51779.49,9112.59,9112.59,0.1760,0.1760,1366.89,1503.58,1366.89,1366.89,
NCL2015-0075-1,51838.46,9171.56,9171.56,0.1769,0.1769,1375.73,1513.31,1375.73,1375.73,
NCL2015-0075-1,51897.44,9230.54,9230.54,0.1779,0.1779,1384.58,1523.04,1384.58,1384.58,
NCL2015-0075-1,51956.41,9289.51,9289.51,0.1788,0.1788,1393.43,1532.77,1393.43,1393.43,
NCL2015-0075-1,52015.39,9348.49,9348.49,0.1797,0.1797,1402.27,1542.50,1402.27,1402.27,
NCL2015-0075-1,52074.36,9407.46,9407.46,0.1807,0.1807,1411.12,1552.23,1411.12,1411.12,
NCL2015-0075-1,52133.33,9466.43,9466.43,0.1816,0.1816,1419.97,1561.96,1419.97,1419.97,
NCL2015-0075-1,52192.31,9525.41,9525.41,0.1825,0.1825,1428.81,1571.69,1428.81,1428.81,
NCL2015-0075-1,52251.28,9584.38,9584.38,0.1834,0.1834,1437.66,1581.42,1437.66,1437.66,
NCL2015-0075-1,52310.26,9643.36,9643.36,0.1843,0.1843,1446.50,1591.15,1446.50,1446.50,
NCL2015-0075-1,52369.23,9702.33,9702.33,0.1853,0.1853,1455.35,1600.88,1455.35,1455.35,
NCL2015-0075-1,52428.21,9761.31,9761.31,0.1862,0.1862,1464.20,1610.62,1464.20,1464.20,
NCL2015-0075-1,52487.18,9820.28,9820.28,0.1871,0.1871,1473.04,1620.35,1473.04,1473.04,
NCL2015-0075-1,52546.15,9879.25,9879.25,0.1880,0.1880,1481.89,1630.08,1481.89,1481.89,
NCL2015-0075-1,52605.13,9938.23,9938.23,0.1889,0.1889,1490.73,1639.81,1490.73,1490.73,
NCL2015-0075-1,52664.10,9997.20,9997.20,0.1898,0.1898,1499.58,1649.54,1499.58,1499.58,
NCL2015-0075-1,52723.08,10056.18,10056.18,0.1907,0.1907,1508.43,1659.27,1508.43,1508.43,
NCL2015-0075-1,52782.05,10115.15,10115.15,0.1916,0.1916,1517.27,1669.00,1517.27,1517.27,
NCL2015-0075-1,52841.03,10174.13,10174.13,0.1925,0.1925,1526.12,1678.73,1526.12,1526.12,
NCL2015-0075-1,52900.00,10233.10,10233.10,0.1934,0.1934,1534.97,1688.46,1534.97,1534.97,
NCL2015-0075-1,52958.98,10292.08,10292.08,0.1943,0.1943,1543.81,1698.19,1543.81,1543.81,
NCL2015-0075-1,53017.95,10351.05,10351.05,0.1952,0.1952,1552.66,1707.92,1552.66,1552.66,
NCL2015-0075-1,53076.92,10410.02,10410.02,0.1961,0.1961,1561.50,1717.65,1561.50,1561.50,
NCL2015-0075-1,53135.90,10469.00,10469.00,0.1970,0.1970,1570.35,1727.38,1570.35,1570.35,
NCL2015-0075-1,53194.87,10527.97,10527.97,0.1979,0.1979,1579.20,1737.12,1579.20,1579.20,
NCL2015-0075-1,53253.85,10586.95,10586.95,0.1988,0.1988,1588.04,1746.85,1588.04,1588.04,
NCL2015-0075-1,53312.82,10645.92,10645.92,0.1997,0.1997,1596.89,1756.58,1596.89,1596.89,
NCL2015-0075-1,53371.80,10704.90,10704.90,0.2006,0.2006,2140.98,2140.98,2140.98,2140.98,
NCL2015-0075-1,53430.77,10763.87,10763.87,0.2015,0.2015,2152.77,2152.77,2152.77,2152.77,
NCL2015-0075-1,53489.74,10822.84,10822.84,0.2023,0.2023,2164.57,2164.57,2164.57,2164.57,
NCL2015-0075-1,53548.72,10881.82,10881.82,0.2032,0.2032,2176.36,2176.36,2176.36,2176.36,
NCL2015-0075-1,53607.69,10940.79,10940.79,0.2041,0.2041,2188.16,2188.16,2188.16,2188.16,
NCL2015-0075-1,53666.67,10999.77,10999.77,0.2050,0.2050,2199.95,2199.95,2199.95,2199.95,
NCL2015-0075-1,53725.64,11058.74,11058.74,0.2058,0.2058,2211.75,2211.75,2211.75,2211.75,
NCL2015-0075-1,53784.62,11117.72,11117.72,0.2067,0.2067,2223.54,2223.54,2223.54,2223.54,
NCL2015-0075-1,53843.59,11176.69,11176.69,0.2076,0.2076,2235.34,2235.34,2235.34,2235.34,
NCL2015-0075-1,53902.57,11235.67,11235.67,0.2084,0.2084,2247.13,2247.13,2247.13,2247.13,
NCL2015-0075-1,53961.54,11294.64,11294.64,0.2093,0.2093,2258.93,2258.93,2258.93,2258.93,
NCL2015-0075-1,54020.51,11353.61,11353.61,0.2102,0.2102,2270.72,2270.72,2270.72,2270.72,
NCL2015-0075-1,54079.49,11412.59,11412.59,0.2110,0.2110,2282.52,2282.52,2282.52,2282.52,
NCL2015-0075-1,54138.46,11471.56,11471.56,0.2119,0.2119,2294.31,2294.31,2294.31,2294.31,
NCL2015-0075-1,54197.44,11530.54,11530.54,0.2128,0.2128,2306.11,2306.11,2306.11,2306.11,
NCL2015-0075-1,54256.41,11589.51,11589.51,0.2136,0.2136,2317.90,2317.90,2317.90,2317.90,
NCL2015-0075-1,54315.39,11648.49,11648.49,0.2145,0.2145,2329.70,2329.70,2329.70,2329.70,
NCL2015-0075-1,54374.36,11707.46,11707.46,0.2153,0.2153,2341.49,2341.49,2341.49,2341.49,
NCL2015-0075-1,54433.33,11766.43,11766.43,0.2162,0.2162,2353.29,2353.29,2353.29,2353.29,
NCL2015-0075-1,54492.31,11825.41,11825.41,0.2170,0.2170,2365.08,2365.08,2365.08,2365.08,
NCL2015-0075-1,54551.28,11884.38,11884.38,0.2179,0.2179,2376.88,2376.88,2376.88,2376.88,
NCL2015-0075-1,54610.26,11943.36,11943.36,0.2187,0.2187,2388.67,2388.67,2388.67,2388.67,
NCL2015-0075-1,54669.23,12002.33,12002.33,0.2195,0.2195,2400.47,2400.47,2400.47,2400.47,
NCL2015-0075-1,54728.21,12061.31,12061.31,0.2204,0.2204,2412.26,2412.26,2412.26,2412.26,
NCL2015-0075-1,54787.18,12120.28,12120.28,0.2212,0.2212,2424.06,2424.06,2424.06,2424.06,
NCL2015-0075-1,54846.15,12179.25,12179.25,0.2221,0.2221,2435.85,2435.85,2435.85,2435.85,
NCL2015-0075-1,54905.13,12238.23,12238.23,0.2229,0.2229,2447.65,2447.65,2447.65,2447.65,
NCL2015-0075-1,54964.10,12297.20,12297.20,0.2237,0.2237,2459.44,2459.44,2459.44,2459.44,
NCL2015-0075-1,55023.08,12356.18,12356.18,0.2246,0.2246,2471.24,2471.24,2471.24,2471.24,
NCL2015-0075-1,55082.05,12415.15,12415.15,0.2254,0.2254,2483.03,2483.03,2483.03,2483.03,
NCL2015-0075-1,55141.03,12474.13,12474.13,0.2262,0.2262,2494.83,2494.83,2494.83,2494.83,
NCL2015-0075-1,55200.00,12533.10,12533.10,0.2270,0.2270,2506.62,2506.62,2506.62,2506.62,
NCL2015-0075-1,55258.98,12592.08,12592.08,0.2279,0.2279,2518.42,2518.42,2518.42,2518.42,
NCL2015-0075-1,55317.95,12651.05,12651.05,0.2287,0.2287,2530.21,2530.21,2530.21,2530.21,
NCL2015-0075-1,55376.92,12710.02,12710.02,0.2295,0.2295,2542.00,2542.00,2542.00,2542.00,
NCL2015-0075-1,55435.90,12769.00,12769.00,0.2303,0.2303,2553.80,2553.80,2553.80,2553.80,
NCL2015-0075-1,55494.87,12827.97,12827.97,0.2312,0.2312,2565.59,2565.59,2565.59,2565.59,
NCL2015-0075-1,55553.85,12886.95,12886.95,0.2320,0.2320,2577.39,2577.39,2577.39,2577.39,
NCL2015-0075-1,55612.82,12945.92,12945.92,0.2328,0.2328,2589.18,2589.18,2589.18,2589.18,
NCL2015-0075-1,55671.80,13004.90,13004.90,0.2336,0.2336,2600.98,2600.98,2600.98,2600.98,
NCL2015-0075-1,55730.77,13063.87,13063.87,0.2344,0.2344,2612.77,2612.77,2612.77,2612.77,
NCL2015-0075-1,55789.74,13122.84,13122.84,0.2352,0.2352,2624.57,2624.57,2624.57,2624.57,
NCL2015-0075-1,55848.72,13181.82,13181.82,0.2360,0.2360,2636.36,2636.36,2636.36,2636.36,
NCL2015-0075-1,55907.69,13240.79,13240.79,0.2368,0.2368,2648.16,2648.16,2648.16,2648.16,
NCL2015-0075-1,55966.67,13299.77,13299.77,0.2376,0.2376,2659.95,2659.95,2659.95,2659.95,
NCL2015-0075-1,56025.64,13358.74,13358.74,0.2384,0.2384,2671.75,2671.75,2671.75,2671.75,
NCL2015-0075-1,56084.62,13417.72,13417.72,0.2392,0.2392,2683.54,2683.54,2683.54,2683.54,
NCL2015-0075-1,56143.59,13476.69,13476.69,0.2400,0.2400,2695.34,2695.34,2695.34,2695.34,
NCL2015-0075-1,56202.57,13535.67,13535.67,0.2408,0.2408,2707.13,2707.13,2707.13,2707.13,
NCL2015-0075-1,56261.54,13594.64,13594.64,0.2416,0.2416,2718.93,2718.93,2718.93,2718.93,
NCL2015-0075-1,56320.51,13653.61,13653.61,0.2424,0.2424,2730.72,2730.72,2730.72,2730.72,
NCL2015-0075-1,56379.49,13712.59,13712.59,0.2432,0.2432,2742.52,2742.52,2742.52,2742.52,
NCL2015-0075-1,56438.46,13771.56,13771.56,0.2440,0.2440,2754.31,2754.31,2754.31,2754.31,
NCL2015-0075-1,56497.44,13830.54,13830.54,0.2448,0.2448,2766.11,2766.11,2766.11,2766.11,
NCL2015-0075-1,56556.41,13889.51,13889.51,0.2456,0.2456,2777.90,2777.90,2777.90,2777.90,
NCL2015-0075-1,56615.39,13948.49,13948.49,0.2464,0.2464,2789.70,2789.70,2789.70,2789.70,
NCL2015-0075-1,56674.36,14007.46,14007.46,0.2472,0.2472,2801.49,2801.49,2801.49,2801.49,
NCL2015-0075-1,56733.33,14066.43,14066.43,0.2479,0.2479,2813.29,2813.29,2813.29,2813.29,
NCL2015-0075-1,56792.31,14125.41,14125.41,0.2487,0.2487,2825.08,2825.08,2825.08,2825.08,
NCL2015-0075-1,56851.28,14184.38,14184.38,0.2495,0.2495,2836.88,2836.88,2836.88,2836.88,
NCL2015-0075-1,56910.26,14243.36,14243.36,0.2503,0.2503,2848.67,2848.67,2848.67,2848.67,
NCL2015-0075-1,56969.23,14302.33,14302.33,0.2511,0.2511,2860.47,2860.47,2860.47,2860.47,
NCL2015-0075-1,57028.21,14361.31,14361.31,0.2518,0.2518,2872.26,2872.26,2872.26,2872.26,
NCL2015-0075-1,57087.18,14420.28,14420.28,0.2526,0.2526,2884.06,2884.06,2884.06,2884.06,
NCL2015-0075-1,57146.15,14479.25,14479.25,0.2534,0.2534,2895.85,2895.85,2895.85,2895.85,
NCL2015-0075-1,57205.13,14538.23,14538.23,0.2541,0.2541,2907.65,2907.65,2907.65,2907.65,
NCL2015-0075-1,57264.10,14597.20,14597.20,0.2549,0.2549,2919.44,2919.44,2919.44,2919.44,
NCL2015-0075-1,57323.08,14656.18,14656.18,0.2557,0.2557,2931.24,2931.24,2931.24,2931.24,
NCL2015-0075-1,57382.05,14715.15,14715.15,0.2564,0.2564,2943.03,2943.03,2943.03,2943.03,
NCL2015-0075-1,57441.03,14774.13,14774.13,0.2572,0.2572,2954.83,2954.83,2954.83,2954.83,
NCL2015-0075-1,57500.00,14833.10,14833.10,0.2580,0.2580,2966.62,2966.62,2966.62,2966.62,
NCL2015-0075-1,57558.98,14892.08,14892.08,0.2587,0.2587,2978.42,2978.42,2978.42,2978.42,
NCL2015-0075-1,57617.95,14951.05,14951.05,0.2595,0.2595,2990.21,2990.21,2990.21,2990.21,
NCL2015-0075-1,57676.92,15010.02,15010.02,0.2602,0.2602,3002.00,3002.00,3002.00,3002.00,
NCL2015-0075-1,57735.90,15069.00,15069.00,0.2610,0.2610,3013.80,3013.80,3013.80,3013.80,
NCL2015-0075-1,57794.87,15127.97,15127.97,0.2618,0.2618,3025.59,3025.59,3025.59,3025.59,
NCL2015-0075-1,57853.85,15186.95,15186.95,0.2625,0.2625,3037.39,3037.39,3037.39,3037.39,
NCL2015-0075-1,57912.82,15245.92,15245.92,0.2633,0.2633,3049.18,3049.18,3049.18,3049.18,
NCL2015-0075-1,57971.80,15304.90,15304.90,0.2640,0.2640,3060.98,3060.98,3060.98,3060.98,
NCL2015-0075-1,58030.77,15363.87,15363.87,0.2648,0.2648,3072.77,3072.77,3072.77,3072.77,
NCL2015-0075-1,58089.74,15422.84,15422.84,0.2655,0.2655,3084.57,3084.57,3084.57,3084.57,
NCL2015-0075-1,58148.72,15481.82,15481.82,0.2662,0.2662,3096.36,3096.36,3096.36,3096.36,
NCL2015-0075-1,58207.69,15540.79,15540.79,0.2670,0.2670,3108.16,3108.16,3108.16,3108.16,
NCL2015-0075-1,58266.67,15599.77,15599.77,0.2677,0.2677,3119.95,3119.95,3119.95,3119.95,
NCL2015-0075-1,58325.64,15658.74,15658.74,0.2685,0.2685,3131.75,3131.75,3131.75,3131.75,
NCL2015-0075-1,58384.62,15717.72,15717.72,0.2692,0.2692,3143.54,3143.54,3143.54,3143.54,
NCL2015-0075-1,58443.59,15776.69,15776.69,0.2699,0.2699,3155.34,3155.34,3155.34,3155.34,
NCL2015-0075-1,58502.57,15835.67,15835.67,0.2707,0.2707,3167.13,3167.13,3167.13,3167.13,
NCL2015-0075-1,58561.54,15894.64,15894.64,0.2714,0.2714,3178.93,3178.93,3178.93,3178.93,
NCL2015-0075-1,58620.51,15953.61,15953.61,0.2722,0.2722,3190.72,3190.72,3190.72,3190.72,
NCL2015-0075-1,58679.49,16012.59,16012.59,0.2729,0.2729,3202.52,3202.52,3202.52,3202.52,
NCL2015-0075-1,58738.46,16071.56,16071.56,0.2736,0.2736,3214.31,3214.31,3214.31,3214.31,
NCL2015-0075-1,58797.44,16130.54,16130.54,0.2743,0.2743,3226.11,3226.11,3226.11,3226.11,
NCL2015-0075-1,58856.41,16189.51,16189.51,0.2751,0.2751,3237.90,3237.90,3237.90,3237.90,
NCL2015-0075-1,58915.39,16248.49,16248.49,0.2758,0.2758,3249.70,3249.70,3249.70,3249.70,
NCL2015-0075-1,58974.36,16307.46,16307.46,0.2765,0.2765,3261.49,3261.49,3261.49,3261.49,
NCL2015-0075-1,59033.33,16366.43,16366.43,0.2772,0.2772,3273.29,3273.29,3273.29,3273.29,
NCL2015-0075-1,59092.31,16425.41,16425.41,0.2780,0.2780,3285.08,3285.08,3285.08,3285.08,
NCL2015-0075-1,59151.28,16484.38,16484.38,0.2787,0.2787,3296.88,3296.88,3296.88,3296.88,
